1,345,124.03,130.97,15.55,7.55,1,-1,-1,-1
1,346,168.11,127.87,19.39,10.31,1,-1,-1,-1
1,347,75.49,77.45,9.98,21.39,1,-1,-1,-1
1,348,65.63,184.12,7.56,15.46,1,-1,-1,-1
1,349,196.74,124.88,18.61,8.41,1,-1,-1,-1
1,350,63.76,215.44,9.10,19.60,1,-1,-1,-1
1,351,169.45,112.76,20.22,8.25,1,-1,-1,-1
2,345,124.01,131.00,15.58,7.57,1,-1,-1,-1
2,346,168.42,126.22,18.84,10.01,1,-1,-1,-1
2,347,73.50,79.37,10.06,21.50,1,-1,-1,-1
2,348,67.40,186.58,7.76,15.84,1,-1,-1,-1
2,349,195.61,123.45,19.81,8.97,1,-1,-1,-1
2,350,66.31,217.14,9.12,19.63,1,-1,-1,-1
2,351,168.93,111.47,19.92,8.13,1,-1,-1,-1
3,345,124.17,130.78,15.26,7.41,1,-1,-1,-1
3,346,168.57,128.07,19.02,10.11,1,-1,-1,-1
3,347,75.03,78.26,9.96,21.26,1,-1,-1,-1
3,348,66.01,185.59,7.89,16.09,1,-1,-1,-1
3,349,196.01,125.32,19.04,8.64,1,-1,-1,-1
3,350,64.49,216.33,9.13,19.65,1,-1,-1,-1
4,345,124.32,130.66,14.96,7.27,1,-1,-1,-1
4,346,169.70,129.96,16.43,8.69,1,-1,-1,-1
4,347,78.02,75.96,9.92,21.14,1,-1,-1,-1
4,348,63.47,183.10,7.87,16.04,1,-1,-1,-1
4,349,196.64,129.21,17.82,8.10,1,-1,-1,-1
4,350,60.44,213.80,9.27,19.82,1,-1,-1,-1
5,345,124.31,130.64,14.97,7.27,1,-1,-1,-1
5,346,169.84,131.80,15.68,8.25,1,-1,-1,-1
5,347,80.14,74.89,10.10,21.46,1,-1,-1,-1
5,348,61.63,180.85,7.94,16.14,1,-1,-1,-1
5,349,196.00,132.22,19.76,8.99,1,-1,-1,-1
5,350,57.57,211.37,9.40,20.02,1,-1,-1,-1
5,355,48.93,240.98,12.93,20.41,1,-1,-1,-1
6,345,124.30,130.64,14.97,7.27,1,-1,-1,-1
6,346,170.43,132.44,14.84,7.72,1,-1,-1,-1
6,347,80.79,74.58,10.04,21.24,1,-1,-1,-1
6,348,61.04,180.09,7.97,16.14,1,-1,-1,-1
6,349,196.51,132.84,19.66,8.95,1,-1,-1,-1
6,350,56.59,210.84,9.57,20.26,1,-1,-1,-1
6,355,48.55,240.43,12.70,20.06,1,-1,-1,-1
7,345,124.32,130.62,14.90,7.24,1,-1,-1,-1
7,346,170.10,132.41,15.54,8.04,1,-1,-1,-1
7,347,80.96,74.46,10.09,21.28,1,-1,-1,-1
7,348,60.92,179.91,8.00,16.15,1,-1,-1,-1
7,349,196.17,133.13,20.44,9.33,1,-1,-1,-1
7,350,56.09,211.10,9.86,20.73,1,-1,-1,-1
7,355,48.65,240.63,12.55,19.89,1,-1,-1,-1
8,345,124.32,130.63,14.92,7.25,1,-1,-1,-1
8,346,170.20,132.40,15.35,7.87,1,-1,-1,-1
8,347,80.92,74.45,10.20,21.45,1,-1,-1,-1
8,348,60.86,179.95,8.05,16.20,1,-1,-1,-1
8,349,196.02,133.29,21.00,9.63,1,-1,-1,-1
8,350,56.12,210.91,9.82,20.51,1,-1,-1,-1
8,355,48.36,240.97,12.87,20.40,1,-1,-1,-1
8,358,-9.04,118.94,20.05,9.62,1,-1,-1,-1
9,345,124.35,130.62,14.88,7.22,1,-1,-1,-1
9,346,170.24,132.29,15.28,7.75,1,-1,-1,-1
9,347,80.86,74.47,10.28,21.54,1,-1,-1,-1
9,348,60.91,179.94,8.04,16.11,1,-1,-1,-1
9,349,196.35,133.22,20.04,9.19,1,-1,-1,-1
9,350,56.12,211.05,9.99,20.69,1,-1,-1,-1
9,355,48.39,240.65,12.65,20.12,1,-1,-1,-1
9,358,-7.45,118.20,16.61,7.96,1,-1,-1,-1
10,345,124.34,130.62,14.90,7.23,1,-1,-1,-1
10,346,169.99,132.14,15.45,7.77,1,-1,-1,-1
10,347,80.84,74.53,10.34,21.59,1,-1,-1,-1
10,348,60.98,180.06,8.10,16.17,1,-1,-1,-1
10,349,196.06,133.15,20.38,9.36,1,-1,-1,-1
10,350,56.03,211.21,10.15,20.87,1,-1,-1,-1
10,355,48.42,240.45,12.82,20.41,1,-1,-1,-1
10,358,-7.68,118.54,17.93,8.61,1,-1,-1,-1
11,345,124.35,130.61,14.86,7.21,1,-1,-1,-1
11,346,169.61,132.13,16.05,8.04,1,-1,-1,-1
11,347,80.68,74.66,10.39,21.57,1,-1,-1,-1
11,348,60.95,180.09,8.16,16.23,1,-1,-1,-1
11,349,196.32,132.91,20.13,9.26,1,-1,-1,-1
11,350,56.22,211.12,10.07,20.58,1,-1,-1,-1
11,355,48.44,240.33,12.67,20.21,1,-1,-1,-1
11,358,-8.13,118.62,18.66,8.99,1,-1,-1,-1
12,345,124.34,130.61,14.86,7.21,1,-1,-1,-1
12,346,169.86,132.26,15.88,7.89,1,-1,-1,-1
12,347,80.72,74.57,10.30,21.35,1,-1,-1,-1
12,348,60.96,180.12,8.17,16.22,1,-1,-1,-1
12,349,196.56,132.88,20.04,9.23,1,-1,-1,-1
12,350,56.37,211.16,9.97,20.28,1,-1,-1,-1
12,355,48.49,240.36,12.37,19.91,1,-1,-1,-1
13,345,124.34,130.62,14.87,7.21,1,-1,-1,-1
13,346,169.87,132.30,15.90,7.83,1,-1,-1,-1
13,347,80.65,74.63,10.37,21.38,1,-1,-1,-1
13,348,61.02,180.12,8.16,16.17,1,-1,-1,-1
13,349,196.52,132.65,20.02,9.23,1,-1,-1,-1
13,350,56.18,211.38,10.27,20.76,1,-1,-1,-1
13,355,48.45,240.66,12.37,19.99,1,-1,-1,-1
14,345,124.31,130.65,14.96,7.26,1,-1,-1,-1
14,346,169.84,132.13,15.89,7.76,1,-1,-1,-1
14,347,80.59,74.61,10.49,21.55,1,-1,-1,-1
14,348,60.99,180.25,8.19,16.16,1,-1,-1,-1
14,349,196.14,132.83,20.80,9.64,1,-1,-1,-1
14,350,56.31,211.24,10.22,20.59,1,-1,-1,-1
14,355,48.97,240.31,12.16,19.78,1,-1,-1,-1
14,358,-8.31,118.55,18.43,8.91,1,-1,-1,-1
15,345,124.34,130.63,14.91,7.23,1,-1,-1,-1
15,346,169.64,132.01,16.19,7.86,1,-1,-1,-1
15,347,80.51,74.71,10.38,21.26,1,-1,-1,-1
15,348,60.98,180.21,8.28,16.32,1,-1,-1,-1
15,349,196.34,133.10,20.86,9.69,1,-1,-1,-1
15,350,56.44,211.01,10.14,20.33,1,-1,-1,-1
15,355,48.92,240.33,12.15,19.87,1,-1,-1,-1
15,358,-7.86,118.57,17.96,8.71,1,-1,-1,-1
16,345,124.32,130.63,14.91,7.23,1,-1,-1,-1
16,346,169.45,132.19,16.64,8.06,1,-1,-1,-1
16,347,80.48,74.62,10.44,21.34,1,-1,-1,-1
16,348,61.06,180.23,8.22,16.16,1,-1,-1,-1
16,349,196.26,132.97,20.46,9.53,1,-1,-1,-1
16,350,56.27,211.38,10.43,20.76,1,-1,-1,-1
16,355,49.09,240.01,11.91,19.52,1,-1,-1,-1
16,358,-8.18,118.64,18.31,8.92,1,-1,-1,-1
17,345,124.31,130.64,14.95,7.25,1,-1,-1,-1
17,346,169.09,132.14,17.17,8.31,1,-1,-1,-1
17,347,80.49,74.73,10.43,21.25,1,-1,-1,-1
17,348,61.06,180.20,8.26,16.20,1,-1,-1,-1
17,349,196.34,132.98,20.69,9.67,1,-1,-1,-1
17,350,56.37,211.22,10.38,20.59,1,-1,-1,-1
17,355,48.60,240.72,12.41,20.30,1,-1,-1,-1
18,345,124.29,130.64,14.97,7.26,1,-1,-1,-1
18,346,169.29,132.32,16.90,8.14,1,-1,-1,-1
18,347,80.43,74.65,10.47,21.28,1,-1,-1,-1
18,348,61.09,180.27,8.23,16.09,1,-1,-1,-1
18,349,197.39,132.61,19.32,9.02,1,-1,-1,-1
18,350,56.31,211.33,10.43,20.58,1,-1,-1,-1
18,355,48.86,240.30,12.20,19.92,1,-1,-1,-1
18,358,-7.11,118.28,16.60,8.05,1,-1,-1,-1
19,345,124.29,130.66,15.01,7.28,1,-1,-1,-1
19,346,169.18,132.42,17.33,8.33,1,-1,-1,-1
19,347,80.34,74.70,10.54,21.31,1,-1,-1,-1
19,348,61.15,180.28,8.24,16.08,1,-1,-1,-1
19,349,196.54,132.65,20.10,9.42,1,-1,-1,-1
19,350,56.35,211.30,10.40,20.42,1,-1,-1,-1
19,355,48.73,240.38,12.23,20.00,1,-1,-1,-1
19,358,-8.26,118.82,18.53,9.07,1,-1,-1,-1
20,345,124.29,130.66,14.98,7.27,1,-1,-1,-1
20,346,169.27,132.20,17.33,8.30,1,-1,-1,-1
20,347,80.29,74.82,10.55,21.29,1,-1,-1,-1
20,348,61.18,180.29,8.26,16.07,1,-1,-1,-1
20,349,196.83,132.92,20.20,9.48,1,-1,-1,-1
20,350,56.48,211.03,10.39,20.33,1,-1,-1,-1
20,355,48.79,240.31,12.21,20.00,1,-1,-1,-1
20,358,-7.78,118.56,17.59,8.63,1,-1,-1,-1
21,345,124.32,130.64,14.91,7.24,1,-1,-1,-1
21,346,169.58,132.21,16.30,7.75,1,-1,-1,-1
21,347,80.26,74.80,10.61,21.34,1,-1,-1,-1
21,348,61.15,180.26,8.25,16.03,1,-1,-1,-1
21,349,196.73,133.51,20.63,9.75,1,-1,-1,-1
21,350,56.25,211.50,10.60,20.66,1,-1,-1,-1
21,355,48.75,240.40,12.23,20.08,1,-1,-1,-1
22,345,124.31,130.64,14.92,7.24,1,-1,-1,-1
22,346,169.65,131.93,16.13,7.63,1,-1,-1,-1
22,347,80.24,74.85,10.65,21.39,1,-1,-1,-1
22,348,61.14,180.32,8.30,16.12,1,-1,-1,-1
22,349,197.33,133.01,19.41,9.11,1,-1,-1,-1
22,350,56.37,211.42,10.56,20.52,1,-1,-1,-1
22,355,48.85,240.47,12.21,20.07,1,-1,-1,-1
23,345,124.30,130.64,14.94,7.25,1,-1,-1,-1
23,346,169.38,132.01,16.61,7.84,1,-1,-1,-1
23,347,80.25,74.73,10.75,21.53,1,-1,-1,-1
23,348,61.14,180.26,8.27,16.04,1,-1,-1,-1
23,349,196.41,133.07,20.70,9.78,1,-1,-1,-1
23,350,56.24,211.58,10.72,20.73,1,-1,-1,-1
23,355,49.05,240.76,12.24,20.32,1,-1,-1,-1
24,345,124.29,130.65,14.98,7.28,1,-1,-1,-1
24,346,169.31,132.12,16.77,7.89,1,-1,-1,-1
24,347,80.24,74.83,10.69,21.39,1,-1,-1,-1
24,348,61.16,180.25,8.26,16.00,1,-1,-1,-1
24,349,196.57,132.80,20.05,9.46,1,-1,-1,-1
24,350,56.12,211.62,10.87,20.92,1,-1,-1,-1
24,355,49.11,240.64,12.05,20.14,1,-1,-1,-1
25,345,124.31,130.65,14.96,7.27,1,-1,-1,-1
25,346,169.19,131.99,16.54,7.77,1,-1,-1,-1
25,347,80.22,74.85,10.77,21.52,1,-1,-1,-1
25,348,61.11,180.28,8.30,16.06,1,-1,-1,-1
25,349,196.48,132.72,19.93,9.41,1,-1,-1,-1
25,350,56.20,211.54,10.84,20.82,1,-1,-1,-1
25,355,49.02,240.45,12.12,20.22,1,-1,-1,-1
25,358,-7.62,118.48,17.48,8.58,1,-1,-1,-1
26,345,124.29,130.66,14.97,7.27,1,-1,-1,-1
26,346,169.02,131.93,17.04,8.01,1,-1,-1,-1
26,347,80.21,74.75,10.78,21.50,1,-1,-1,-1
26,348,61.11,180.36,8.31,16.09,1,-1,-1,-1
26,349,196.60,132.57,19.79,9.35,1,-1,-1,-1
26,350,56.33,211.30,10.66,20.47,1,-1,-1,-1
26,355,48.98,240.27,12.10,20.07,1,-1,-1,-1
26,358,-6.90,118.21,16.26,7.92,1,-1,-1,-1
27,345,124.27,130.66,14.99,7.29,1,-1,-1,-1
27,346,169.09,132.20,17.25,8.11,1,-1,-1,-1
27,347,80.16,74.78,10.81,21.58,1,-1,-1,-1
27,348,61.19,180.29,8.30,16.06,1,-1,-1,-1
27,349,196.98,132.44,19.17,9.02,1,-1,-1,-1
27,350,56.25,211.41,10.74,20.60,1,-1,-1,-1
27,355,48.88,240.67,12.10,20.19,1,-1,-1,-1
27,358,-8.25,118.86,18.57,9.16,1,-1,-1,-1
28,345,124.31,130.64,14.90,7.24,1,-1,-1,-1
28,346,169.20,131.95,16.71,7.83,1,-1,-1,-1
28,347,80.13,74.79,10.80,21.50,1,-1,-1,-1
28,348,61.13,180.36,8.34,16.09,1,-1,-1,-1
28,349,196.81,132.26,19.24,9.04,1,-1,-1,-1
28,350,56.52,211.20,10.48,20.13,1,-1,-1,-1
28,355,48.71,240.71,11.99,20.15,1,-1,-1,-1
28,358,-8.16,118.81,18.28,9.05,1,-1,-1,-1
29,345,124.32,130.64,14.90,7.24,1,-1,-1,-1
29,346,168.69,132.24,17.78,8.36,1,-1,-1,-1
29,347,80.18,74.74,10.74,21.38,1,-1,-1,-1
29,348,61.11,180.27,8.35,16.09,1,-1,-1,-1
29,349,196.31,132.52,19.90,9.36,1,-1,-1,-1
29,350,56.48,211.25,10.51,20.22,1,-1,-1,-1
29,358,-7.85,118.57,17.69,8.75,1,-1,-1,-1
30,345,124.27,130.67,14.98,7.28,1,-1,-1,-1
30,346,168.96,132.29,17.24,8.09,1,-1,-1,-1
30,347,80.16,74.67,10.83,21.51,1,-1,-1,-1
30,348,61.14,180.30,8.36,16.08,1,-1,-1,-1
30,349,195.99,133.35,20.49,9.71,1,-1,-1,-1
30,350,56.40,211.37,10.63,20.42,1,-1,-1,-1
30,358,-8.94,119.18,19.65,9.87,1,-1,-1,-1
30,355,48.81,240.32,11.84,19.89,1,-1,-1,-1
31,345,124.31,130.64,14.92,7.25,1,-1,-1,-1
31,346,169.22,132.01,16.97,7.94,1,-1,-1,-1
31,347,80.20,74.62,10.70,21.29,1,-1,-1,-1
31,348,61.10,180.34,8.38,16.11,1,-1,-1,-1
31,349,195.84,133.39,21.19,10.10,1,-1,-1,-1
31,350,56.27,211.47,10.80,20.72,1,-1,-1,-1
31,358,-8.24,118.90,18.61,9.38,1,-1,-1,-1
31,355,48.89,240.31,11.82,19.90,1,-1,-1,-1
32,345,124.29,130.65,14.95,7.27,1,-1,-1,-1
32,346,169.10,131.94,17.00,7.95,1,-1,-1,-1
32,347,80.18,74.66,10.67,21.28,1,-1,-1,-1
32,348,61.11,180.38,8.38,16.06,1,-1,-1,-1
32,349,196.17,132.84,20.46,9.76,1,-1,-1,-1
32,350,56.33,211.32,10.75,20.57,1,-1,-1,-1
32,355,48.83,240.08,11.85,19.88,1,-1,-1,-1
33,345,124.32,130.64,14.90,7.24,1,-1,-1,-1
33,346,169.20,132.04,16.86,7.87,1,-1,-1,-1
33,347,80.18,74.82,10.75,21.42,1,-1,-1,-1
33,348,61.11,180.37,8.39,16.07,1,-1,-1,-1
33,349,196.77,132.63,19.63,9.33,1,-1,-1,-1
33,350,56.45,211.22,10.65,20.42,1,-1,-1,-1
33,355,48.97,240.36,11.92,20.12,1,-1,-1,-1
34,345,124.33,130.64,14.89,7.24,1,-1,-1,-1
34,346,169.26,131.87,16.96,7.90,1,-1,-1,-1
34,347,80.13,74.74,10.80,21.47,1,-1,-1,-1
34,348,61.09,180.34,8.40,16.09,1,-1,-1,-1
34,349,196.49,132.71,19.93,9.48,1,-1,-1,-1
34,350,56.46,211.28,10.59,20.30,1,-1,-1,-1
