1,618,146.62,117.25,17.97,8.42,1,-1,-1,-1
1,619,43.00,131.10,18.00,8.28,1,-1,-1,-1
1,620,123.92,130.68,15.58,7.50,1,-1,-1,-1
1,621,89.08,78.59,7.88,18.46,1,-1,-1,-1
2,618,146.90,117.12,17.81,8.27,1,-1,-1,-1
2,619,43.57,131.17,17.30,8.02,1,-1,-1,-1
2,620,123.86,130.67,15.73,7.51,1,-1,-1,-1
2,621,88.93,78.54,7.93,18.60,1,-1,-1,-1
3,618,147.24,117.09,17.82,8.25,1,-1,-1,-1
3,619,43.62,131.18,17.43,8.09,1,-1,-1,-1
3,620,123.82,130.69,15.84,7.58,1,-1,-1,-1
3,621,88.88,78.58,8.04,18.74,1,-1,-1,-1
3,622,10.82,117.67,17.25,8.31,1,-1,-1,-1
4,618,147.67,117.04,17.39,8.10,1,-1,-1,-1
4,619,42.99,131.18,17.81,8.34,1,-1,-1,-1
4,620,123.79,130.71,15.91,7.60,1,-1,-1,-1
4,621,88.87,78.36,8.01,18.85,1,-1,-1,-1
4,622,11.72,117.35,16.74,7.90,1,-1,-1,-1
4,623,228.44,251.08,9.82,16.63,1,-1,-1,-1
5,618,148.48,117.11,17.46,8.18,1,-1,-1,-1
5,619,43.17,131.03,17.70,8.35,1,-1,-1,-1
5,620,123.73,130.72,16.03,7.62,1,-1,-1,-1
5,621,88.86,78.45,7.95,18.64,1,-1,-1,-1
5,623,228.17,251.48,9.17,16.79,1,-1,-1,-1
6,618,149.54,117.17,17.61,8.18,1,-1,-1,-1
6,619,43.05,131.28,18.03,8.58,1,-1,-1,-1
6,620,123.73,130.73,16.07,7.61,1,-1,-1,-1
6,621,88.83,78.49,8.07,18.60,1,-1,-1,-1
6,623,228.45,251.60,9.15,16.96,1,-1,-1,-1
7,618,150.79,117.15,17.81,8.23,1,-1,-1,-1
7,619,43.18,131.24,17.86,8.41,1,-1,-1,-1
7,620,123.72,130.72,16.09,7.62,1,-1,-1,-1
7,621,88.93,78.48,7.90,18.64,1,-1,-1,-1
7,623,228.71,251.34,8.72,16.58,1,-1,-1,-1
8,618,152.45,117.14,17.71,8.21,1,-1,-1,-1
8,619,43.16,131.26,17.77,8.36,1,-1,-1,-1
8,620,123.73,130.71,16.05,7.61,1,-1,-1,-1
8,621,89.05,78.37,7.79,18.18,1,-1,-1,-1
8,623,227.67,252.14,9.88,17.40,1,-1,-1,-1
9,618,154.07,117.08,17.68,8.03,1,-1,-1,-1
9,619,43.38,131.10,17.45,8.18,1,-1,-1,-1
9,620,123.79,130.72,15.86,7.59,1,-1,-1,-1
9,621,88.91,78.37,7.90,18.73,1,-1,-1,-1
